PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11682720","Doctor assisted suicide needs to be discussed","","BMJ. 1998 Jul 18;317(7152):214.","","BMJ","1998","2001/10/30","","",""
"9857132","Brain drugs of the future","Greenfield S.","BMJ. 1998 Dec 19-26;317(7174):1698-701. doi: 10.1136/bmj.317.7174.1698.","Greenfield S","BMJ","1998","1998/12/19","PMC1114485","","10.1136/bmj.317.7174.1698"
"9857131","The consciousness of sight","Zeman A.","BMJ. 1998 Dec 19-26;317(7174):1696-7. doi: 10.1136/bmj.317.7174.1696.","Zeman A","BMJ","1998","1998/12/19","PMC1114484","","10.1136/bmj.317.7174.1696"
"9857130","Brainy mind","Gregory R.","BMJ. 1998 Dec 19-26;317(7174):1693-5. doi: 10.1136/bmj.317.7174.1693.","Gregory R","BMJ","1998","1998/12/19","PMC1114483","","10.1136/bmj.317.7174.1693"
"9857129","1755 and all that: a historical primer of transmissible spongiform encephalopathy","Brown P, Bradley R.","BMJ. 1998 Dec 19-26;317(7174):1688-92. doi: 10.1136/bmj.317.7174.1688.","Brown P","BMJ","1998","1998/12/19","PMC1114482","","10.1136/bmj.317.7174.1688"
"9857128","The physician's prayer","","BMJ. 1998 Dec 26;317(7174):1687A.","","BMJ","1998","1998/12/19","PMC1114481","",""
"9857127","Chewing gum for extradural haemorrhage","Coutts A.","BMJ. 1998 Dec 19-26;317(7174):1687. doi: 10.1136/bmj.317.7174.1687.","Coutts A","BMJ","1998","1998/12/19","PMC28750","","10.1136/bmj.317.7174.1687"
"9857126","Xenotransmission of the socioeconomic gradient in health? A population based study","Moloo J, Jackson KL, Waller JL, McKeown RE, Addy CL, Cuffe SP, Garrison CZ.","BMJ. 1998 Dec 19-26;317(7174):1686. doi: 10.1136/bmj.317.7174.1686.","Moloo J","BMJ","1998","1998/12/19","PMC28749","","10.1136/bmj.317.7174.1686"
"9857125","Grandmothers' role in preventing unnecessary accident and emergency attendances: cohort study","Fergusson E, Li J, Taylor B.","BMJ. 1998 Dec 19-26;317(7174):1685. doi: 10.1136/bmj.317.7174.1685.","Fergusson E","BMJ","1998","1998/12/19","PMC28748","","10.1136/bmj.317.7174.1685"
"9857124","Life is sweet: candy consumption and longevity","Lee IM, Paffenbarger RS Jr.","BMJ. 1998 Dec 19-26;317(7174):1683-4. doi: 10.1136/bmj.317.7174.1683.","Lee IM","BMJ","1998","1998/12/19","PMC28747","","10.1136/bmj.317.7174.1683"
"9857123","Influence of superstition on the date of hospital discharge and medical cost in Japan: retrospective and descriptive study","Hira K, Fukui T, Endoh A, Rahman M, Maekawa M.","BMJ. 1998 Dec 19-26;317(7174):1680-3. doi: 10.1136/bmj.317.7174.1680.","Hira K","BMJ","1998","1998/12/19","PMC28746","","10.1136/bmj.317.7174.1680"
"9857122","Does the fly matter? the CRACKPOT study in evidence based trout fishing. The Collaborative Randomised and Controlled Kennet Piscatorial Options Trail (CRACKPOT) Investigators","Britton BJ, Evans JG, Potter JM.","BMJ. 1998 Dec 19-26;317(7174):1678-80. doi: 10.1136/bmj.317.7174.1678.","Britton BJ","BMJ","1998","1998/12/19","PMC28745","","10.1136/bmj.317.7174.1678"
"9857121","Larks and owls and health, wealth, and wisdom","Gale C, Martyn C.","BMJ. 1998 Dec 19-26;317(7174):1675-7. doi: 10.1136/bmj.317.7174.1675.","Gale C","BMJ","1998","1998/12/19","PMC28744","","10.1136/bmj.317.7174.1675"
"9857120","BMJ bans anniversaries. We promise our readers no more boring anniversaries","Smith R.","BMJ. 1998 Dec 26;317(7174):1674. doi: 10.1136/bmj.317.7174.1674.","Smith R","BMJ","1998","1998/12/19","PMC1114480","","10.1136/bmj.317.7174.1674"
"9857119","""No longer Gage"": an iron bar through the head. Early observations of personality change after injury to the prefrontal cortex","O'Driscoll K, Leach JP.","BMJ. 1998 Dec 19-26;317(7174):1673-4. doi: 10.1136/bmj.317.7174.1673a.","O'Driscoll K","BMJ","1998","1998/12/19","PMC1114479","","10.1136/bmj.317.7174.1673a"
"9857118","Snapshots from the decade of the brain. Exciting, but no cause for triumphalism","Martyn C.","BMJ. 1998 Dec 26;317(7174):1673. doi: 10.1136/bmj.317.7174.1673.","Martyn C","BMJ","1998","1998/12/19","PMC1114478","","10.1136/bmj.317.7174.1673"
"9857117","Socioeconomic differentials in the mortality of pets probably reflect the same differences in material circumstances as in their owners","Smith GD, Bonnett B.","BMJ. 1998 Dec 19-26;317(7174):1671-3. doi: 10.1136/bmj.317.7174.1671.","Smith GD","BMJ","1998","1998/12/19","PMC1114477","","10.1136/bmj.317.7174.1671"
"9857116","Reinventing doctors. Will move doctors from this winter of discontent to a position of leadership","Chantler C.","BMJ. 1998 Dec 19-26;317(7174):1670-1. doi: 10.1136/bmj.317.7174.1670.","Chantler C","BMJ","1998","1998/12/19","PMC1114476","","10.1136/bmj.317.7174.1670"
"9857115","Can medicine prevent war? Imaginative thinking shows that it might","Yusuf S, Anand S, MacQueen G.","BMJ. 1998 Dec 19-26;317(7174):1669-70. doi: 10.1136/bmj.317.7174.1669.","Yusuf S","BMJ","1998","1998/12/19","PMC1114475","","10.1136/bmj.317.7174.1669"
"9917159","The Bristol affair. GMC clarifies readers' misunderstandings","Scott F.","BMJ. 1998 Dec 12;317(7173):1660.","Scott F","BMJ","1998","1998/12/16","","",""
"9917158","Inequalities in health. Studies in inequality in health need careful interpretation","Baker D, Illsley R.","BMJ. 1998 Dec 12;317(7173):1659.","Baker D","BMJ","1998","1998/12/16","","",""
"9917157","Postnatal depression. Biology mustn't be excluded","Talbot P.","BMJ. 1998 Dec 12;317(7173):1658.","Talbot P","BMJ","1998","1998/12/16","","",""
"9917156","Limitation of over the counter sales of paracetamol. Restriction of 16g will not prevent overdose and is unhelpful for patients with chronic disease","Jowett NI.","BMJ. 1998 Dec 12;317(7173):1657.","Jowett NI","BMJ","1998","1998/12/16","","",""
"9917149","Deaths from low dose paracetamol poisoning. Guidelines are under review","Brandon G.","BMJ. 1998 Dec 12;317(7173):1654-5.","Brandon G","BMJ","1998","1998/12/16","","",""
"9917148","Acceptability of early discharge, hospital at home schemes. Care in community hospitals is another alternative","Seamark DA, Seamark CJ.","BMJ. 1998 Dec 12;317(7173):1652-3.","Seamark DA","BMJ","1998","1998/12/16","","",""
"9917147","Hospital at home. Costings were inadequate","Lilford RJ, Shaw H.","BMJ. 1998 Dec 12;317(7173):1651-2.","Lilford RJ","BMJ","1998","1998/12/16","","",""
"9917146","Hospital at home. For people with severe mental illness, results are encouraging","Cleary M, Pearson C, Lloyd K.","BMJ. 1998 Dec 12;317(7173):1651.","Cleary M","BMJ","1998","1998/12/16","","",""
"9848942","Diabetes screening should address the risk of complications","","BMJ. 1998 Dec 12;317(7173):G.","","BMJ","1998","1998/12/16","PMC1114428","",""
"9848941","Insurers discriminate unfairly on basis of genetic information","","BMJ. 1998 Dec 12;317(7173):F.","","BMJ","1998","1998/12/16","PMC1114427","",""
"9848940","Unrecognised infection hinders STD control in africa","","BMJ. 1998 Dec 12;317(7173):E.","","BMJ","1998","1998/12/16","PMC1114426","",""
"9848939","Intranasal corticosteroids should be used for allergic rhinitis","","BMJ. 1998 Dec 12;317(7173):D.","","BMJ","1998","1998/12/16","","",""
"9848938","One third of children in road traffic accidents develop post-traumatic stress disorder","","BMJ. 1998 Dec 12;317(7173):C.","","BMJ","1998","1998/12/16","PMC1114424","",""
"9848937","Antenatal screening for syphilis should not be abandoned","","BMJ. 1998 Dec 12;317(7173):B.","","BMJ","1998","1998/12/16","PMC1114423","",""
"9848936","The everyday and the soon to be everyday","","BMJ. 1998 Dec 12;317(7173):A.","","BMJ","1998","1998/12/16","PMC1114421","",""
"9848935","If you want a job doing","Greenhalgh T.","BMJ. 1998 Dec 12;317(7173):1667A. doi: 10.1136/bmj.317.7173.1667a.","Greenhalgh T","BMJ","1998","1998/12/16","PMC1114466","","10.1136/bmj.317.7173.1667a"
"9848934","Quality and the invisible man","Wildman M.","BMJ. 1998 Dec 12;317(7173):1667. doi: 10.1136/bmj.317.7173.1667.","Wildman M","BMJ","1998","1998/12/16","PMC1114465","","10.1136/bmj.317.7173.1667"
"9848933","Website of the week","Carnall D.","BMJ. 1998 Dec 12;317(7173):1666A. doi: 10.1136/bmj.317.7173.1666a.","Carnall D","BMJ","1998","1998/12/16","PMC1114463","","10.1136/bmj.317.7173.1666a"
"9848932","La maladie de sachs","Bamforth I I.","BMJ. 1998 Dec 12;317(7173):1666. doi: 10.1136/bmj.317.7173.1666.","Bamforth I I","BMJ","1998","1998/12/16","PMC1114462","","10.1136/bmj.317.7173.1666"
"9848931","Injury prevention: An international perspective","Pless B.","BMJ. 1998 Dec 12;317(7173):1665A. doi: 10.1136/bmj.317.7173.1665a.","Pless B","BMJ","1998","1998/12/16","PMC1114459","","10.1136/bmj.317.7173.1665a"
"9848930","Conflict in general practice","Neal R.","BMJ. 1998 Dec 12;317(7173):1665. doi: 10.1136/bmj.317.7173.1665.","Neal R","BMJ","1998","1998/12/16","","","10.1136/bmj.317.7173.1665"
"9848929","An intelligent Person's guide to ethics","Crichton P.","BMJ. 1998 Dec 12;317(7173):1664A. doi: 10.1136/bmj.317.7173.1664a.","Crichton P","BMJ","1998","1998/12/16","PMC1114458","","10.1136/bmj.317.7173.1664a"
"9848928","Where women have No doctor: A health guide for women","Sachdev HPS.","BMJ. 1998 Dec 12;317(7173):1664. doi: 10.1136/bmj.317.7173.1664.","Sachdev HPS","BMJ","1998","1998/12/16","PMC1114457","","10.1136/bmj.317.7173.1664"
"9848927","Consultants issue guidance on professional advisory panels","","BMJ. 1998 Dec 12;317(7173):1663.","","BMJ","1998","1998/12/16","PMC1114456","",""
"9848926","Charles david marsden","Quinn N.","BMJ. 1998 Dec 12;317(7173):1661. doi: 10.1136/bmj.317.7173.1661.","Quinn N","BMJ","1998","1998/12/16","PMC1114455","","10.1136/bmj.317.7173.1661"
"9848925","Undergraduate education must include improving health of minority ethnic communities","Loudon R, Greenfield S.","BMJ. 1998 Dec 12;317(7173):1660.","Loudon R","BMJ","1998","1998/12/16","PMC1114454","",""
"9848924","The Bristol affair. Surgeons were treated unjustly","Dunn PM.","BMJ. 1998 Dec 12;317(7173):1659-60. doi: 10.1136/bmj.317.7173.1659a.","Dunn PM","BMJ","1998","1998/12/16","PMC1114453","","10.1136/bmj.317.7173.1659a"
"9848923","Inequalities in health. Report on inequalities in health did give priority for steps to be tackled","Acheson D.","BMJ. 1998 Dec 12;317(7173):1659. doi: 10.1136/bmj.317.7173.1659.","Acheson D","BMJ","1998","1998/12/16","PMC1114452","","10.1136/bmj.317.7173.1659"
"9848922","National registry is also needed for neurological implants","Miles J.","BMJ. 1998 Dec 12;317(7173):1658-9. doi: 10.1136/bmj.317.7173.1658b.","Miles J","BMJ","1998","1998/12/16","PMC1114451","","10.1136/bmj.317.7173.1658b"
"9848921","Postnatal depression. Postnatal depression is not being missed in primary care","Richards JP.","BMJ. 1998 Dec 12;317(7173):1658. doi: 10.1136/bmj.317.7173.1658a.","Richards JP","BMJ","1998","1998/12/16","PMC1114450","","10.1136/bmj.317.7173.1658a"
"9848920","National patient groups are a resource underutilised by GPs","Lapsley P.","BMJ. 1998 Dec 12;317(7173):1658. doi: 10.1136/bmj.317.7173.1658.","Lapsley P","BMJ","1998","1998/12/16","PMC1114449","","10.1136/bmj.317.7173.1658"
"9848919","Limitation of over the counter sales of paracetamol. Packaging policy is unlikely to achieve its aim of reducing suicide","Cranney M, Cranney J, Stubbs H.","BMJ. 1998 Dec 12;317(7173):1657.","Cranney M","BMJ","1998","1998/12/16","PMC1114448","",""
"9848918","Deaths from low dose paracetamol poisoning. Executive action is needed to change national guidelines","Barnes J, Abban M, Howarth P.","BMJ. 1998 Dec 12;317(7173):1654.","Barnes J","BMJ","1998","1998/12/16","PMC1114447","",""
"9848917","Research is needed to determine how to integrate complementary medicine into the NHS","Ernst E, Armstrong NC, White AR, Pittler MH.","BMJ. 1998 Dec 12;317(7173):1654. doi: 10.1136/bmj.317.7173.1654.","Ernst E","BMJ","1998","1998/12/16","PMC1114446","","10.1136/bmj.317.7173.1654"
"9848916","Combination treatment is rare in patients with rheumatoid arthritis","Pal B, Amlesh H.","BMJ. 1998 Dec 12;317(7173):1653-4. doi: 10.1136/bmj.317.7173.1653a.","Pal B","BMJ","1998","1998/12/16","PMC1114445","","10.1136/bmj.317.7173.1653a"
"9848915","Role of hospitals in NHS must not be undervalued","Majeed A.","BMJ. 1998 Dec 12;317(7173):1653. doi: 10.1136/bmj.317.7173.1653.","Majeed A","BMJ","1998","1998/12/16","PMC1114444","","10.1136/bmj.317.7173.1653"
"9848914","Acceptability of early discharge, hospital at home schemes. Treatments that can be safely and acceptably managed at home need to be defined","Montalto M, Grayson ML.","BMJ. 1998 Dec 12;317(7173):1652.","Montalto M","BMJ","1998","1998/12/16","PMC1114443","",""
"9848913","Hospital at home. Schemes evolve gradually","Sims J, Rink E.","BMJ. 1998 Dec 12;317(7173):1651.","Sims J","BMJ","1998","1998/12/16","PMC1114442","",""
"9848912","Colombia: the winner takes all","Veeken H.","BMJ. 1998 Dec 12;317(7173):1649-50. doi: 10.1136/bmj.317.7173.1649.","Veeken H","BMJ","1998","1998/12/16","PMC1114441","","10.1136/bmj.317.7173.1649"
"9848911","How to get a grant funded","Goldblatt D.","BMJ. 1998 Dec 12;317(7173):1647-8. doi: 10.1136/bmj.317.7173.1647.","Goldblatt D","BMJ","1998","1998/12/16","PMC1114440","","10.1136/bmj.317.7173.1647"
"9848910","Please come back-the patient won't take her cotton wool","Bacon A.","BMJ. 1998 Dec 12;317(7173):1646. doi: 10.1136/bmj.317.7173.1646.","Bacon A","BMJ","1998","1998/12/16","PMC1114439","","10.1136/bmj.317.7173.1646"
"9848909","Screening for diabetes: what are we really doing?","Goyder E, Irwig L.","BMJ. 1998 Dec 12;317(7173):1644-6. doi: 10.1136/bmj.317.7173.1644.","Goyder E","BMJ","1998","1998/12/16","PMC1114438","","10.1136/bmj.317.7173.1644"
"9848908","ABC of sexual health: examination of patients with sexual problems","Dean J.","BMJ. 1998 Dec 12;317(7173):1641-3. doi: 10.1136/bmj.317.7173.1641.","Dean J","BMJ","1998","1998/12/16","PMC1114437","","10.1136/bmj.317.7173.1641"
"9848907","Diet and the prevention of cancer","Cummings JH, Bingham SA.","BMJ. 1998 Dec 12;317(7173):1636-40. doi: 10.1136/bmj.317.7173.1636.","Cummings JH","BMJ","1998","1998/12/16","PMC1114436","","10.1136/bmj.317.7173.1636"
"9848906","Not born to be idle","","BMJ. 1998 Dec 12;317(7173):1632A.","","BMJ","1998","1998/12/16","PMC1114435","",""
"9848905","Genetic discrimination in life insurance: empirical evidence from a cross sectional survey of genetic support groups in the United Kingdom","Low L, King S, Wilkie T.","BMJ. 1998 Dec 12;317(7173):1632-5. doi: 10.1136/bmj.317.7173.1632.","Low L","BMJ","1998","1998/12/16","PMC28743","","10.1136/bmj.317.7173.1632"
"9848904","The new NHS: moscow calling","","BMJ. 1998 Dec 12;317(7173):1631A.","","BMJ","1998","1998/12/16","PMC1114434","",""
"9848903","Prolonged urticaria with 17-1A antibody","Sizmann N, Korting HC.","BMJ. 1998 Dec 12;317(7173):1631. doi: 10.1136/bmj.317.7173.1631.","Sizmann N","BMJ","1998","1998/12/16","PMC28742","","10.1136/bmj.317.7173.1631"
"9848902","Community based study of treatment seeking among subjects with symptoms of sexually transmitted disease in rural Uganda","Paxton LA, Kiwanuka N, Nalugoda F, Gray R, Wawer MJ.","BMJ. 1998 Dec 12;317(7173):1630-1. doi: 10.1136/bmj.317.7173.1630.","Paxton LA","BMJ","1998","1998/12/16","PMC28741","","10.1136/bmj.317.7173.1630"
"9848901","Intranasal corticosteroids versus oral H1 receptor antagonists in allergic rhinitis: systematic review of randomised controlled trials","Weiner JM, Abramson MJ, Puy RM.","BMJ. 1998 Dec 12;317(7173):1624-9. doi: 10.1136/bmj.317.7173.1624.","Weiner JM","BMJ","1998","1998/12/16","PMC28740","","10.1136/bmj.317.7173.1624"
"9848900","Prospective study of post-traumatic stress disorder in children involved in road traffic accidents","Stallard P, Velleman R, Baldwin S.","BMJ. 1998 Dec 12;317(7173):1619-23. doi: 10.1136/bmj.317.7173.1619.","Stallard P","BMJ","1998","1998/12/16","PMC28739","","10.1136/bmj.317.7173.1619"
"9848899","Syphilis in pregnant women and their children in the United Kingdom: results from national clinician reporting surveys 1994-7","Hurtig AK, Nicoll A, Carne C, Lissauer T, Connor N, Webster JP, Ratcliffe L.","BMJ. 1998 Dec 12;317(7173):1617-9. doi: 10.1136/bmj.317.7173.1617.","Hurtig AK","BMJ","1998","1998/12/16","PMC28738","","10.1136/bmj.317.7173.1617"
"9848898","Paracetamol (acetaminophen) poisoning. No need to change current guidelines to accident departments","Routledge P, Vale JA, Bateman DN, Johnston GD, Jones A, Judd A, Thomas S, Volans G, Prescott LF, Proudfoot A.","BMJ. 1998 Dec 12;317(7173):1609-10. doi: 10.1136/bmj.317.7173.1609.","Routledge P","BMJ","1998","1998/12/16","PMC1114433","","10.1136/bmj.317.7173.1609"
"9848897","Emotional wellbeing and its relation to health. Physical disease may well result from emotional distress","Stewart-Brown S.","BMJ. 1998 Dec 12;317(7173):1608-9. doi: 10.1136/bmj.317.7173.1608.","Stewart-Brown S","BMJ","1998","1998/12/16","PMC1114432","","10.1136/bmj.317.7173.1608"
"9848896","Uncoupling proteins: the unravelling of obesity? Increased understanding of mechanisms may lead, in time, to better drugs","Berger A, Brand M, O'Rahilly S.","BMJ. 1998 Dec 12;317(7173):1607-8. doi: 10.1136/bmj.317.7173.1607.","Berger A","BMJ","1998","1998/12/16","PMC1114431","","10.1136/bmj.317.7173.1607"
"9848895","Proton pump inhibitors may mask early gastric cancer. Dyspeptic patients over 45 should undergo endoscopy before these drugs are started","Griffin SM, Raimes SA.","BMJ. 1998 Dec 12;317(7173):1606-7. doi: 10.1136/bmj.317.7173.1606.","Griffin SM","BMJ","1998","1998/12/16","PMC1114430","","10.1136/bmj.317.7173.1606"
"9848894","Antenatal screening for syphilis. Still important in preventing disease","Welch J.","BMJ. 1998 Dec 12;317(7173):1605-6. doi: 10.1136/bmj.317.7173.1605.","Welch J","BMJ","1998","1998/12/16","PMC1114429","","10.1136/bmj.317.7173.1605"
"9841055","When can odds ratios mislead? Avoidable systematic error in estimating treatment effects must not be tolerated","Bracken MB, Sinclair JC.","BMJ. 1998 Oct 24;317(7166):1156; author reply 1156-7.","Bracken MB","BMJ","1998","1998/12/05","","",""
"9841053","Secondary prevention in acute myocardial infarction. Clinicians must promote value of diet containing oil-rich fish","Rice RD.","BMJ. 1998 Oct 24;317(7166):1153-4.","Rice RD","BMJ","1998","1998/12/05","","",""
"9841052","Secondary prevention in acute myocardial infarction. Verapamil is alternative to beta blockers in patients without congestive heart failure","Hansen JF.","BMJ. 1998 Oct 24;317(7166):1153.","Hansen JF","BMJ","1998","1998/12/05","","",""
"9841051","Secondary prevention in acute myocardial infarction. Long term insulin treatment is important in secondary prevention in diabetic patients","Nightingale A, Marshall A.","BMJ. 1998 Oct 24;317(7166):1153.","Nightingale A","BMJ","1998","1998/12/05","","",""
"9841050","Secondary prevention in acute myocardial infarction. Diet containing oil-rich fish confers more benefit than some pharmacological regimens","Harrison R, Burr M.","BMJ. 1998 Oct 24;317(7166):1153.","Harrison R","BMJ","1998","1998/12/05","","",""
"9841049","Food and drugs alter response to anaesthesia","Tanne JH.","BMJ. 1998 Oct 24;317(7166):1102. doi: 10.1136/bmj.317.7166.1102.","Tanne JH","BMJ","1998","1998/12/05","","","10.1136/bmj.317.7166.1102"
"9841046","Medical and psychological effects of early discharge after surgery for breast cancer. Home situation is important for early discharge","Sheehan JD.","BMJ. 1998 Oct 17;317(7165):1082.","Sheehan JD","BMJ","1998","1998/12/05","","",""
"9841045","Medical and psychological effects of early discharge after surgery for breast cancer. Follow up period to assess psychological morbidity was too short","Purushotham AD.","BMJ. 1998 Oct 17;317(7165):1082.","Purushotham AD","BMJ","1998","1998/12/05","","",""
"9841044","Cost effectiveness of community leg ulcer clinics. Effectiveness and cost effectiveness of compression bandages should be shown","Franks PJ, Moffatt CJ.","BMJ. 1998 Oct 17;317(7165):1080-1.","Franks PJ","BMJ","1998","1998/12/05","","",""
