PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4635028","Technic of lumbar puncture","Vandam LD.","N Engl J Med. 1972 Dec 28;287(26):1358. doi: 10.1056/NEJM197212282872621.","Vandam LD","N Engl J Med","1972","1972/12/28","","","10.1056/NEJM197212282872621"
"5079143","Vascular catheters, smooth and rough","Judkins MP, Mitchell WA, Simmons CR, Gander MP.","N Engl J Med. 1972 Nov 23;287(21):1100-1. doi: 10.1056/nejm197211232872125.","Judkins MP","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872125"
"5079142","Jogging deaths","Bassler TJ.","N Engl J Med. 1972 Nov 23;287(21):1100. doi: 10.1056/nejm197211232872124.","Bassler TJ","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872124"
"5079141","Glucagon and obesity","Gerhold WM.","N Engl J Med. 1972 Nov 23;287(21):1100. doi: 10.1056/nejm197211232872123.","Gerhold WM","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872123"
"5079140","Corticochromic cerebrospinal fluid","Kneisley LW, Dawson DM.","N Engl J Med. 1972 Nov 23;287(21):1099. doi: 10.1056/nejm197211232872120.","Kneisley LW","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872120"
"5079139","Instability of cellular immunity in patients with SSPE","Mizutani H.","N Engl J Med. 1972 Nov 23;287(21):1098-9.","Mizutani H","N Engl J Med","1972","1972/11/23","","",""
"5079138","Horner's syndrome occurring with spontaneous pneumothorax","Aston SJ, Rosove M.","N Engl J Med. 1972 Nov 23;287(21):1098. doi: 10.1056/nejm197211232872117.","Aston SJ","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872117"
"5079137","Androgens, 2,3-DPG and sickling","Feig SA, Seigel GB.","N Engl J Med. 1972 Nov 23;287(21):1097-8.","Feig SA","N Engl J Med","1972","1972/11/23","","",""
"5079136","Australia antigen in laboratory control serum solutions: an unnecessary hazard","Ginsberg AL, Conrad ME.","N Engl J Med. 1972 Nov 23;287(21):1097. doi: 10.1056/NEJM197211232872115.","Ginsberg AL","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872115"
"5079135","The wayward elderly","","N Engl J Med. 1972 Nov 23;287(21):1096-7. doi: 10.1056/NEJM197211232872113.","","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872113"
"5079134","More on antitrypsin","Pierce JA.","N Engl J Med. 1972 Nov 23;287(21):1095-6. doi: 10.1056/NEJM197211232872112.","Pierce JA","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872112"
"5079133","Immunotherapy with transfer factor","Lawrence HS.","N Engl J Med. 1972 Nov 23;287(21):1092-4. doi: 10.1056/NEJM197211232872110.","Lawrence HS","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872110"
"5079132","Recurrent venous thrombosis and portal hypertension","Cuschieri A, Brearley R, Bradley J, Moossa AR.","N Engl J Med. 1972 Nov 23;287(21):1083-5. doi: 10.1056/NEJM197211232872108.","Cuschieri A","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872108"
"5079131","Genetic vs. quantitative analysis of serum alpha 1 -antitrypsin","Talamo RC, Langley CE, Levine BW, Kazemi H.","N Engl J Med. 1972 Nov 23;287(21):1067-9. doi: 10.1056/NEJM197211232872104.","Talamo RC","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872104"
"4673008","Viruses and congenital malformations","Franciosi RA.","N Engl J Med. 1972 Nov 23;287(21):1099-100. doi: 10.1056/nejm197211232872121.","Franciosi RA","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872121"
"4673007","Glanzmann's thrombasthenia and reduced glutathione","Beutler E.","N Engl J Med. 1972 Nov 23;287(21):1094-5. doi: 10.1056/NEJM197211232872111.","Beutler E","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872111"
"4673006","Deficiency of glutathione peroxidase associated with high levels of reduced glutathione in glanzmann's thrombasthenia","Karpatkin S, Weiss HJ.","N Engl J Med. 1972 Nov 23;287(21):1062-6. doi: 10.1056/NEJM197211232872103.","Karpatkin S","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872103"
"4627940","Drainage of the abdomen","Duthie HL.","N Engl J Med. 1972 Nov 23;287(21):1081-3. doi: 10.1056/NEJM197211232872107.","Duthie HL","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872107"
"4562444","How to take care of the poor","Vash G.","N Engl J Med. 1972 Nov 23;287(21):1103-4. doi: 10.1056/nejm197211232872133.","Vash G","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872133"
"4562443","Assay for gentamicin","Tilton RC, Murphy JR, Mallett E.","N Engl J Med. 1972 Nov 23;287(21):1100. doi: 10.1056/nejm197211232872122.","Tilton RC","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872122"
"4562442","Clinical trial of tranexamic acid","Weintraub M.","N Engl J Med. 1972 Nov 23;287(21):1099. doi: 10.1056/NEJM197211232872119.","Weintraub M","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872119"
"4562441","Annual discourse--organ replacement, facial deformity, and plastic surgery","Murray JE.","N Engl J Med. 1972 Nov 23;287(21):1069-74. doi: 10.1056/NEJM197211232872105.","Murray JE","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872105"
"4562440","Isolated gonadotropin deficiency with response to luteinizing-hormone-releasing hormone","Hashimoto T, Miyai K, Izumi K, Kumahara Y.","N Engl J Med. 1972 Nov 23;287(21):1059-62. doi: 10.1056/NEJM197211232872102.","Hashimoto T","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872102"
"4562439","An evaluation of transfer factor as immunotherapy for patients with lepromatous leprosy","Bullock WE, Fields JP, Brandriss MW.","N Engl J Med. 1972 Nov 23;287(21):1053-9. doi: 10.1056/NEJM197211232872101.","Bullock WE","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872101"
"4538720","Penile ulcer","Kerber RE.","N Engl J Med. 1972 Nov 23;287(21):1103.","Kerber RE","N Engl J Med","1972","1972/11/23","","",""
"4507439","Renal failure in McArdle's disease","Bank WJ, DiMauro S, Rowland LP.","N Engl J Med. 1972 Nov 23;287(21):1102. doi: 10.1056/nejm197211232872128.","Bank WJ","N Engl J Med","1972","1972/11/23","","","10.1056/nejm197211232872128"
"4507438","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 47-1972","","N Engl J Med. 1972 Nov 23;287(21):1085-91. doi: 10.1056/NEJM197211232872109.","","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872109"
"4404062","Medical management of primary hypertension . 3","Page LB, Sidd JJ.","N Engl J Med. 1972 Nov 23;287(21):1074-81. doi: 10.1056/NEJM197211232872106.","Page LB","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872106"
"4342828","CPK activity in hypoparathyroidism","Hower J, Struck H, Tackmann W, Stolecke H.","N Engl J Med. 1972 Nov 23;287(21):1098. doi: 10.1056/NEJM197211232872116.","Hower J","N Engl J Med","1972","1972/11/23","","","10.1056/NEJM197211232872116"
"4116877","Alpha 1 -fetoprotein in carcinoid","Zizkovský V, Kordac V, Obrovská D, Masopust J.","N Engl J Med. 1972 Nov 23;287(21):1102-3.","Zizkovský V","N Engl J Med","1972","1972/11/23","","",""
"4675535","Platelet and fibrinogen consumption in man","Harker LA, Slichter SJ.","N Engl J Med. 1972 Nov 16;287(20):999-1005. doi: 10.1056/NEJM197211162872001.","Harker LA","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872001"
"4650979","Medical examiners and infant deaths","","N Engl J Med. 1972 Nov 16;287(20):1050-2. doi: 10.1056/NEJM197211162872022.","","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872022"
"4650978","Training genetic counselors","Marks GW.","N Engl J Med. 1972 Nov 16;287(20):1049-50. doi: 10.1056/NEJM197211162872021.","Marks GW","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872021"
"4650977","To commit or admit the mental patient","","N Engl J Med. 1972 Nov 16;287(20):1048-9.","","N Engl J Med","1972","1972/11/16","","",""
"4650976","Cancer, cholesterol and cholestyramine","Addleman W.","N Engl J Med. 1972 Nov 16;287(20):1047.","Addleman W","N Engl J Med","1972","1972/11/16","","",""
"4650975","More on urea and sickling","Nalbandian RM.","N Engl J Med. 1972 Nov 16;287(20):1046-7.","Nalbandian RM","N Engl J Med","1972","1972/11/16","","",""
"4650974","Cost of sickle-cell tests","Nauman LW.","N Engl J Med. 1972 Nov 16;287(20):1046. doi: 10.1056/NEJM197211162872015.","Nauman LW","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872015"
"4650973","Usefulness of granulocyte transfusions","Murphy SB.","N Engl J Med. 1972 Nov 16;287(20):1045-6. doi: 10.1056/NEJM197211162872013.","Murphy SB","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872013"
"4650972","Intermittent acute porphyria","","N Engl J Med. 1972 Nov 16;287(20):1044-5. doi: 10.1056/NEJM197211162872012.","","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872012"
"4650971","Purpose of the general medical journal","Ingelfinger FJ.","N Engl J Med. 1972 Nov 16;287(20):1043-4. doi: 10.1056/NEJM197211162872011.","Ingelfinger FJ","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872011"
"4650970","""Once, all the world was anaerobic""","Madeiros AA.","N Engl J Med. 1972 Nov 16;287(20):1041-2. doi: 10.1056/NEJM197211162872009.","Madeiros AA","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872009"
"4650969","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 46-1972","","N Engl J Med. 1972 Nov 16;287(20):1033-40. doi: 10.1056/NEJM197211162872008.","","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872008"
"4650968","Rapid bedside differentiation of ruptured interventricular septum from acute mitral insufficiency","Meister SG, Helfant RH.","N Engl J Med. 1972 Nov 16;287(20):1024-5. doi: 10.1056/NEJM197211162872006.","Meister SG","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872006"
"4650967","Postoperative empyema improves survival in lung cancer. Documentation and analysis of a natural experiment","Ruckdeschel JC, Codish SD, Stranahan A, McKneally MF.","N Engl J Med. 1972 Nov 16;287(20):1013-7. doi: 10.1056/NEJM197211162872004.","Ruckdeschel JC","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872004"
"4650966","Serum digoxin concentrations in the human fetus, neonate and infant","Rogers MC, Willerson JT, Goldblatt A, Smith TW.","N Engl J Med. 1972 Nov 16;287(20):1010-3. doi: 10.1056/NEJM197211162872003.","Rogers MC","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872003"
"4568398","Controlled clinical trials and the FDA","Simmons HE.","N Engl J Med. 1972 Nov 16;287(20):1048. doi: 10.1056/nejm197211162872019.","Simmons HE","N Engl J Med","1972","1972/11/16","","","10.1056/nejm197211162872019"
"4568397","Problems with di-iodohydroxyquin","Price RB.","N Engl J Med. 1972 Nov 16;287(20):1048. doi: 10.1056/NEJM197211162872020.","Price RB","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872020"
"4568396","Iatrogenic immunotherapy of lung cancer","Moore GE.","N Engl J Med. 1972 Nov 16;287(20):1042-3. doi: 10.1056/NEJM197211162872010.","Moore GE","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872010"
"4568395","Medical management of primary hypertension. 2","Page LB, Sidd JJ.","N Engl J Med. 1972 Nov 16;287(20):1018-23. doi: 10.1056/NEJM197211162872005.","Page LB","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872005"
"4405557","Treatment of parkinsonism","Young RR.","N Engl J Med. 1972 Nov 16;287(20):1047-8. doi: 10.1056/NEJM197211162872016.","Young RR","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872016"
"4346708","Genetic manipulation of reovirus--a model for modification of disease","Fields BN.","N Engl J Med. 1972 Nov 16;287(20):1026-33. doi: 10.1056/NEJM197211162872007.","Fields BN","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872007"
"4346707","Treatment of anaerobic infections with lincomycin and clindamycin","Bartlett JG, Sutter VL, Finegold SM.","N Engl J Med. 1972 Nov 16;287(20):1006-10. doi: 10.1056/NEJM197211162872002.","Bartlett JG","N Engl J Med","1972","1972/11/16","","","10.1056/NEJM197211162872002"
"5078159","F trisomy diagnosed in utero","Gendel E, Weingold AB, Elequin F, Kim HS.","N Engl J Med. 1972 Nov 9;287(19):995-6. doi: 10.1056/NEJM197211092871936.","Gendel E","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871936"
"5078158","Research on marihuana","","N Engl J Med. 1972 Nov 9;287(19):994-5. doi: 10.1056/nejm197211092871935.","","N Engl J Med","1972","1972/11/09","","","10.1056/nejm197211092871935"
"5078157","Inaccurate lumbar-puncture kit","Valenstein E.","N Engl J Med. 1972 Nov 9;287(19):994. doi: 10.1056/NEJM197211092871934.","Valenstein E","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871934"
"5078156","Ocular trauma during amniocentesis","Cross HE, Maumenee AE.","N Engl J Med. 1972 Nov 9;287(19):993-4.","Cross HE","N Engl J Med","1972","1972/11/09","","",""
"5078155","Environmental contamination after radioiodine treatment","Wiener JD.","N Engl J Med. 1972 Nov 9;287(19):993. doi: 10.1056/NEJM197211092871933.","Wiener JD","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871933"
"5078154","Sensitivity to glucocorticoids in primary open-angle glaucoma","Bigger JF, Palmberg PF, Zink H, Becker B.","N Engl J Med. 1972 Nov 9;287(19):992.","Bigger JF","N Engl J Med","1972","1972/11/09","","",""
"5078153","NBT test and incubation temperature","Charette R, Komp DM.","N Engl J Med. 1972 Nov 9;287(19):991-2.","Charette R","N Engl J Med","1972","1972/11/09","","",""
"5078152","Stuttering and cerebral ischemia","Rosenfield DB.","N Engl J Med. 1972 Nov 9;287(19):991. doi: 10.1056/nejm197211092871927.","Rosenfield DB","N Engl J Med","1972","1972/11/09","","","10.1056/nejm197211092871927"
"5078151","Gingival hypertrophy after diphenylhydantoin","Livingston S, Berman W.","N Engl J Med. 1972 Nov 9;287(19):990-1. doi: 10.1056/nejm197211092871926.","Livingston S","N Engl J Med","1972","1972/11/09","","","10.1056/nejm197211092871926"
"5078150","Cardiac involvement in childhood lymphoma","Rabson SM.","N Engl J Med. 1972 Nov 9;287(19):989. doi: 10.1056/nejm197211092871921.","Rabson SM","N Engl J Med","1972","1972/11/09","","","10.1056/nejm197211092871921"
"5078149","Loud S1 with murmur of mitral regurgitation","Cheng TO.","N Engl J Med. 1972 Nov 9;287(19):988.","Cheng TO","N Engl J Med","1972","1972/11/09","","",""
"5078148","Isoproterenol and sudden death of asthmatic patients in ventricular fibrillation","Lehr D.","N Engl J Med. 1972 Nov 9;287(19):987-8.","Lehr D","N Engl J Med","1972","1972/11/09","","",""
"5078147","Détente in photocopying","","N Engl J Med. 1972 Nov 9;287(19):987. doi: 10.1056/NEJM197211092871918.","","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871918"
"5078146","Cervical-cancer screening","","N Engl J Med. 1972 Nov 9;287(19):986-7. doi: 10.1056/NEJM197211092871916.","","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871916"
"5078145","The case for the single transfusion","Allen JG.","N Engl J Med. 1972 Nov 9;287(19):984-5. doi: 10.1056/NEJM197211092871914.","Allen JG","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871914"
"5078144","Social talk","Thomas L.","N Engl J Med. 1972 Nov 9;287(19):973-5. doi: 10.1056/NEJM197211092871910.","Thomas L","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871910"
"5078143","Arteriovenous fistula after percutaneous needle biopsy--surgical repair with preservation of renal function","Leiter E, Gribetz D, Cohen S.","N Engl J Med. 1972 Nov 9;287(19):971-2. doi: 10.1056/NEJM197211092871908.","Leiter E","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871908"
"5078142","Effect of age on post-heparin lipase","Brodows RG, Campbell RG.","N Engl J Med. 1972 Nov 9;287(19):969-70. doi: 10.1056/NEJM197211092871907.","Brodows RG","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871907"
"5078141","Health services in Cuba. An initial appraisal","Navarro V.","N Engl J Med. 1972 Nov 9;287(19):954-9. doi: 10.1056/NEJM197211092871904.","Navarro V","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871904"
"4677920","The cyanotic infant--heart disease or lung disease","Shannon DC, Lusser M, Goldblatt A, Bunnell JB.","N Engl J Med. 1972 Nov 9;287(19):951-3. doi: 10.1056/NEJM197211092871903.","Shannon DC","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871903"
"4627864","Megaloblastic anemia after anticonvulsive therapy","Dvilansky A, Lehman E.","N Engl J Med. 1972 Nov 9;287(19):990. doi: 10.1056/NEJM197211092871925.","Dvilansky A","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871925"
"4627863","Parenteral nutrition: substrate and secretagogue","Felig P.","N Engl J Med. 1972 Nov 9;287(19):982-3. doi: 10.1056/NEJM197211092871912.","Felig P","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871912"
"4627862","Prolactin stimulation by thyrotropin-releasing hormone in a patient with isolated thyrotropin deficiency","Sachson R, Rosen SW, Cuatrecasas P, Roth J, Frantz AG.","N Engl J Med. 1972 Nov 9;287(19):972-3. doi: 10.1056/NEJM197211092871909.","Sachson R","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871909"
"4627861","Metabolic acidosis resulting from intravenous alimentation mixtures containing synthetic amino acids","Heird WC, Dell RB, Driscoll JM Jr, Grebin B, Winters RW.","N Engl J Med. 1972 Nov 9;287(19):943-8. doi: 10.1056/NEJM197211092871901.","Heird WC","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871901"
"4562226","Renal failure--""we dance in circles""","","N Engl J Med. 1972 Nov 9;287(19):992-3. doi: 10.1056/NEJM197211092871930.","","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871930"
"4562225","The blue baby--circulation or ventilation or both?","Tooley WH, Stanger P.","N Engl J Med. 1972 Nov 9;287(19):983-4. doi: 10.1056/NEJM197211092871913.","Tooley WH","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871913"
"4562224","Medical management of primary hypertension (first of three parts)","Page LB, Sidd JJ.","N Engl J Med. 1972 Nov 9;287(19):960-7. doi: 10.1056/NEJM197211092871905.","Page LB","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871905"
"4538673","Surface immunoglobulins on lymphocytes in leukemia","Rubin AD, Schultz E.","N Engl J Med. 1972 Nov 9;287(19):989-90. doi: 10.1056/nejm197211092871924.","Rubin AD","N Engl J Med","1972","1972/11/09","","","10.1056/nejm197211092871924"
"4507329","Adult acid maltase deficiency. Abnormalities in fibroblasts cultured from patients","Angelini C, Engel AG, Titus JL.","N Engl J Med. 1972 Nov 9;287(19):948-51. doi: 10.1056/NEJM197211092871902.","Angelini C","N Engl J Med","1972","1972/11/09","","","10.1056/NEJM197211092871902"
